transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude,Georeference
02/25/2022 04:00:00 PM,subway,327,"Chambers St (1,2,3)",Manhattan,metrocard,Metrocard - Unlimited 30-Day,147,0,40.715477,-74.00927,POINT (-74.00927 40.715477)
02/25/2022 04:00:00 PM,subway,269,"Northern Blvd (M,R)",Queens,metrocard,Metrocard - Unlimited 30-Day,35,0,40.752884,-73.906006,POINT (-73.906006 40.752884)
02/25/2022 09:00:00 PM,subway,30,Prospect Av (R),Brooklyn,metrocard,Metrocard - Full Fare,15,0,40.665413,-73.992874,POINT (-73.992874 40.665413)
02/25/2022 02:00:00 AM,subway,17,"Prince St (R,W)",Manhattan,omny,OMNY - Full Fare,8,0,40.72433,-73.9977,POINT (-73.9977 40.72433)
02/25/2022 07:00:00 AM,subway,629,Lorimer St (L)/Metropolitan Av (G),Brooklyn,metrocard,Metrocard - Seniors & Disability,9,6,40.71406,-73.95027,POINT (-73.95027 40.71406)
02/25/2022 11:00:00 AM,subway,375,Cypress Av (6),Bronx,metrocard,Metrocard - Full Fare,22,0,40.805367,-73.91404,POINT (-73.91404 40.805367)
02/25/2022 05:00:00 PM,subway,409,Spring St (6),Manhattan,metrocard,Metrocard - Seniors & Disability,10,0,40.7223,-73.99714,POINT (-73.99714 40.7223)
02/25/2022 11:00:00 AM,subway,62,55 St (D),Brooklyn,omny,OMNY - Full Fare,8,0,40.631435,-73.995476,POINT (-73.995476 40.631435)
02/25/2022 11:00:00 PM,subway,10,"49 St (N,R,W)",Manhattan,metrocard,Metrocard - Unlimited 7-Day,118,0,40.7599,-73.98414,POINT (-73.98414 40.7599)
02/25/2022 03:00:00 PM,subway,196,Aqueduct Racetrack (A),Queens,metrocard,Metrocard - Seniors & Disability,8,0,40.672096,-73.83592,POINT (-73.83592 40.672096)
02/25/2022 11:00:00 PM,subway,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",Manhattan,metrocard,Metrocard - Other,70,0,40.735737,-73.98995,POINT (-73.98995 40.735737)
02/25/2022 06:00:00 AM,subway,205,Beach 60 St (A),Queens,metrocard,Metrocard - Seniors & Disability,3,0,40.592373,-73.78852,POINT (-73.78852 40.592373)
02/25/2022 10:00:00 AM,subway,48,Avenue H (Q),Brooklyn,metrocard,Metrocard - Other,3,0,40.62927,-73.96164,POINT (-73.96164 40.62927)
02/25/2022 01:00:00 PM,subway,32,"36 St (D,N,R)",Brooklyn,metrocard,Metrocard - Full Fare,130,2,40.655144,-74.00355,POINT (-74.00355 40.655144)
02/25/2022 09:00:00 PM,subway,232,2 Av (F),Manhattan,metrocard,Metrocard - Unlimited 30-Day,68,0,40.7234,-73.98994,POINT (-73.98994 40.7234)
02/25/2022 07:00:00 AM,subway,395,103 St (6),Manhattan,metrocard,Metrocard - Fair Fare,28,0,40.7906,-73.94748,POINT (-73.94748 40.7906)
02/25/2022 09:00:00 PM,subway,430,"Simpson St (2,5)",Bronx,metrocard,Metrocard - Full Fare,14,3,40.824074,-73.89307,POINT (-73.89307 40.824074)
02/25/2022 10:00:00 AM,subway,234,East Broadway (F),Manhattan,metrocard,Metrocard - Seniors & Disability,20,1,40.713715,-73.99017,POINT (-73.99017 40.713715)
02/25/2022 07:00:00 AM,subway,263,"63 Dr-Rego Park (M,R)",Queens,metrocard,Metrocard - Fair Fare,23,1,40.729847,-73.8616,POINT (-73.8616 40.729847)
02/25/2022 04:00:00 PM,subway,394,110 St (6),Manhattan,metrocard,Metrocard - Fair Fare,25,0,40.79502,-73.94425,POINT (-73.94425 40.79502)
02/25/2022 07:00:00 AM,subway,68,Bay Pkwy (D),Brooklyn,metrocard,Metrocard - Unlimited 7-Day,74,0,40.601875,-73.99373,POINT (-73.99373 40.601875)
02/25/2022 07:00:00 PM,subway,432,"Prospect Av (2,5)",Bronx,metrocard,Metrocard - Unlimited 7-Day,12,0,40.819584,-73.90177,POINT (-73.90177 40.819584)
02/25/2022 04:00:00 AM,subway,47,"Newkirk Plaza (B,Q)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,9,0,40.635082,-73.96279,POINT (-73.96279 40.635082)
